id,text
121,Koliko prethodnih programa ima na takmičenjima visokog nivoa?
122,Koliko klubova je ušlo u sezoni 2005./2006. godine?
123,Koliko je stranih odlikovanja dobio?
124,Zašto su se studenti premestili u Rusiju?
125,Da li je takmičenje otvoreno za bilo koga?
126,Šta podržava ATC?
127,Gde su se neprijatelji po prvi put pojavili tokom rata?
128,Koje su veb-stranice uklonjene iz Internet arhive 2002. godine sa sadržajem koji je kritikovao koji religiozni pokret?
129,Čije je potrebe ovaj novi pokret trebalo da zadovolji?
130,Šta ovaj sistem za lučenje transportuje?
131,Kako je područje politički posmatrano?
132,Koji je sufiks Tajms dodao na zaglavlje svog izdanja .godine?
133,Kada je izneta ova tvrdnja?
134,Za šta je analiza pokazala pomešane rezultate?
135,Ko je trenutni sponzor?
136,Da li su ljudi mešane rasa klasifikuju kao crnci?
137,Kako se zvala britanska spoljna politika?
138,"Šta bi neki ljudi mediteranskog porekla mogli da prijave kao bolno, a da ljudi ovog porekla ne bi?"
139,Na šta se odnosio originalni izraz?
140,Koje godine je tim Premijer lige razmatrao prelazak u Irsku?
141,"Koji je bio najveći, pomenut okean, koji je postojao u periodi devona?"
142,Zašto su ljudi bili uvređeni ovim komentarom?
143,Šta timovi dobijaju za dobar rad tokom cele sezone?
144,Koja karipska nacija je protestovala zbog toga što je izostavljena iz izveštaja za 2010. godinu?
145,Šta je bio prvobitni podsticaj za kreiranje veb stranice?
146,Koja grupa je preuzela kontrolu 1933.?
147,Ko je bio reformator koji je imao podršku osmanskih admirala tokom Rusko-turskog rata?
148,Gde je odigrana prva igra na podlozi 3G?
149,Šta se dešava u slučaju nerešenog rezultata?
150,Koliko je vredeo prvi ugovor o televizijskim pravima koji je dodeljen Skaj-u?
151,Koja liga može da se takmiči?
152,Koje su prednosti jednostavnog modela?
153,Kada se smatralo da je počeo period pre rata?
154,Šta se verovalo da je stopa pismenosti u javnosti na kraju 19. veka u carstvu?
155,Šta je evropskim silama bilo potrebno da bi njihova prava na ova područja bila legitimna?
156,Ko je osvojio prvi i drugi pehar?
157,"Ko je pomogao da se razvije materijalizam, u to vreme?"
158,Koje godine je kriza skoro prerasla u oružani sukob?
159,Da li su se neke druge zemlje ikada takmičile?
160,Pod kojim imenom poznati sultan ima kompozicije koje se i danas izvode?
161,Koliki je maksimalni rezultat za program?
162,Šta kritičari imaju da kažu o ovoj isplati?
163,Koje godine je takmičenje nastavljeno posle Prvog svetskog rata?
164,Kako se naziva dobijena gusta tečnost?
165,Ko samo može da rukuje loptom?
166,Koliko je bilo prostrano poreklo zarobljenika?
167,Koja oblast komunikacije je temeljnije istražena?
168,Gde se mogu naći ove tri elementa u imunološkom sistemu?
169,Koju cifru premašuju doprinosi u 2014. godini?
170,Koji nadimak je podstakao povratak topa na grb kluba?
171,Ko je započeo probe u avgustu 1936. godine?
172,Koja je vrsta poremećaja imunog sistema?
173,Ko je bio prvi tim koji je pobedio koristeći zlatni gol u svoju korist?
174,Kada su se dešavale mnoge borbe za nezavisnost ili svrgavanje postojećih  vlada?
175,Zašto je upotrebljen ovaj glagol?
176,Koje godine su počeli da se preseljavaju u Izmir?
177,Gde se većina ovih kompanija nalazi na aerodromu?
178,Koliko timova je u prvom kolu?
179,Šta je postala birokratija pisara?
180,Kako je Kina nazvala sebe posle rata?
181,Koliko se studenata premestilo iz Afrike u Rusiju?
182,Za šta je vladaru bio koristan ekonomski cilj države?
183,Ko odlučuje o tome ko je nagrađen bodovima za prekinute utakmice?
184,Zašto se mogu naći hiljade antropoloških referenci na te teme?
185,Šta svaka zemlja ima?
186,Šta se nalazi na Floridi?
187,Koji model korelira mnogo bolje od hiperboličkog modela?
188,Kako se drugačije naziva jednostavni model?
189,Kojoj partiji u Jugoslaviji je pristupio?
190,Ko je dobio prvi savršen rezultat?
191,Koliko sada ima učesnika?
192,Sa koliko divizija je počela Premijer liga u to vreme?
193,Koja je uobičajena upotreba tehnologije za konferenciju?
194,Kakav je bio postojeći sistem u to vreme?
195,Na šta se odnosi 21. vek?
196,Ko traži status manjine od vlade?
197,Koliko ekonomista ukazuje na greške u podacima u HDI-u?
198,Ko je pripadao ovim brojnim organizacijama?
199,Ko je bio izvršni direktor ili potsekretar generalnog sekretara od 1969. do 1987. godine?
200,Ko je porobio ove ljude?
201,Gde se pre toga odigravalo polufinale?
202,Koliko se timova takmičilo te godine?
203,Koje zakone su uveli da podrže crnce?
204,Kako se tada zvao stadion Vembli?
205,Koji kompozitor je nastavio upotrebu kontrapunkta i fuge?
206,Kome ovi zakoni sprečavaju da zabrani postavljanje antena?
207,Kada je reč ušla u upotrebu?
208,Ko je vodio savezničke sile?
209,Koliko se primeraka ovog albuma prodalo?
210,Za šta se ove zemlje oslanjaju na stranu pomoć?
211,Koja godina je korišćena za procene u izveštaju za 2010. godinu?
212,Ko je bio isključen?
213,Čega su se ljudi plašili 1930. godine?
214,Koja kompanija izdaje Tajms i njegove sestrinske novine  Sandej Tajms?
215,Gde su robovi bili dovedeni?
216,"Kada Setanta Sports nije mogao da plati svoj račun ligi, koja mreža je preuzela prava na emitovanje od njih?"
217,Koju vrstu poslovanja uključuju neke od ovih kompanija?
218,Koja grana vlade je odbila finansiranje UNFPA?
219,Na koje područje je carstvo prestalo da se širi posle bitke 1683. godine?
220,Šta je ovaj sporazum utvrdio?
221,Ko je kontrolisao muzičke institucije pre 19. veka?
222,Šta je dovelo do smanjenja moći aristokrata?
223,Šta je glavno usmerenje Tehničkog univerziteta?
224,Koji uslov je pripisan prekomernom opijanju u jednoj studiji iz 2004. godine?
225,Koliko je bila udaljena bolnica od ovog seoskog područja?
226,Šta bi moglo da se desi sa nekoliko najboljih timova na kraju sezone?
227,Gde je bilo centralizovano carstvo Marata?
228,Proučavanjem čega saznajemo i kako oni utiču na dinamiku grada?
229,Da li igra nekada nije uspela da se proda?
230,Iz koliko delova se sastoji trofej?
231,Kada su ove zajednice nastale?
232,Šta je Demokratska partija uradila 1970-ih godina?
233,Šta se dogodilo sa izgradnjom tokom depresije?
234,Kakav je tip poruke se šalje u jednostavnom modelu?
235,Koliko je veličina krova?
236,Sigurnosni razlozi mogu biti razlog zašto neko nosi ovu vrstu odeće.
237,Koliko je bilo odlučeno da ih se precrta u 2015. godini?
238,Šta je bio pošiljalac u početnom modelu?
239,Šta je kolonista gajio?
240,Koliko je tradicionalno bilo politehnika?
241,Ko još uvek koristi izraz „rob” u vezi s njima?
242,Koja je podrška za video format dodata je 2009. godine?
243,Ko proverava video snimke koji su označeni da sadrže neovlašćen sadržaj?
244,"Dakle, kada je bilo prvo nacionalno emitovanje?"
245,Ko je autor istraživačkog rada o biodiverzitetu?
246,Koja zemlja je dobila dva puta najviše rangiranje?
247,Bezbednost za Titovu posetu bila je neobično visoka da bi se Tito držao podalje od kojih pojedinaca?
248,Šta se na kraju smanjilo u kvalitetu ovim pronalaženjem?
249,Ko je da citirao rečenicu iz 1960-ih?
250,Šta je Program akcije izdao?
251,Koja nova vojna akademija je formirana u junu 1914. godine?
252,Za vreme kog perioda je administracija  odbila finansiranje?
253,Ko odlučuje koliko dugo može trajati prekid?
254,Koja teorija je iza empirijskih analiza?
255,Šta bi bilo dovoljno da se pomogne ljudima kojima je potrebna medicinska pomoć da lokalna korupcija ne postoji u ovim zemljama?
256,Da li je broj novih učesnika ostao isti?
257,Koji su glavni predmeti koje obrađuje nastavnik?
258,Koji je potreban kvalitet sportskog terena?
259,Koliko dugo je britanska istočnoindijska kompanija vladala posle rata?
260,Koji specifični hormon katalizuje ove promene kod ženki?
261,Koliko dugo je sistem notnog pisma u upotrebi?
262,Gde su lekovi preusmeravani?
263,U čemu je kapiten deo pre početka utakmice?
264,Kako se sada zove kup?
265,Pre koliko vremena se ovaj zločin dogodio?
266,Između koga je bio glavni sukob?
267,Ko je objavio podatke dostupne za procenu troškova incidenta?
268,Koje je bilo najkorišćenije mesto?
269,Za šta su teoretičari sumnjali da su uzroci ovih obrazaca?
270,Na šta su se reformatori osvrnuli da bi otklonili društvene probleme?
271,Zbog kog nedela je uhapšen?
272,Koja organizacija je protiv presude suda?
273,Kada je logo belog topa zamenjen grbom kluba?
274,Koliko je klubova prvobitno bilo u ligi?
275,Ko je bio lokalni vođa bande u istoj oblasti?
276,Kako su bili poznati unajmljeni pisari?
277,"Gde se sa preseljenjem, u Rusiju, nastavilo u mnogim zemljama?"
278,Koja dragocena tkanina može ostati neposečena?
279,U kojoj vrsti poziciji lopta ne može biti primljena?
280,Koje jezici su najčešći?
281,Koja dva primera su data za šta je „viša škola” ili „visoko” obrazovanje?
282,Da li je delovao sam?
283,Koju skoro svu teritoriju je zahtevala Pruska?
284,Kako je nazvao svoju vojsku robova?
285,Kada je definicija rase bila fleksibilnija?
286,Koja godina je korišćena za procene u izveštaju za 2014.?
287,Šta je nošenje bilo čega što bi moglo biti opasno?
288,Koliko endemičnih floralnih vrsta ima u šumama?
289,Koja karipska nacija se nalazi u gornjem kvartilu HDI-a (ali nema IHDI)?
290,Šta se dešava sa višestrukim osvajačima kupova?
291,Ko je bila stvarna strana koja je zahtevala uklanjanje kritičnih sajtova?
292,Kako je danas poznata mreža koja se proširila?
293,Ko je bio na čelu pvih državnih organizacija?
294,Da li klubovi igraju revanš jedni protiv drugih?
295,Koji je bio krajnji cilj državnog ekonomskog sistema?
296,Ko prikazuje finale 2011. godine?
297,Kolika je bila stopa pismenosti u javnosti do početka 19. veka u carstvu?
298,Gde je većina arhitekata naučila svoj zanat?
299,Koliko utakmica je potrebno za pobedu?
300,Kako je Sovjetski Savez anektirao neke od svojih teritorija?
301,Kada je takmičenje proslavilo stogodišnjicu?
302,Do koliko finala kupa je dostigao Arsenal?
303,Kada se vrši graviranje?
304,"Nakon što je skandal postao javan, šta je UNFPA radila u cilju reforma u Peruu?"
305,Kog datuma je objavljeno da je BiTi dobio ugovor o emitovanju?
306,Koje vrste zgrada i građevinskih projekata nisu naklonjeni novim pokretima?
307,Šta ovo ima za cilj da stimuliše?
308,Da li je kup izgubljen u to vreme?
309,Ko je prvi otkrio ove delove imunog sistema?
310,Šta korumpirane zemlje dobijaju na međunarodnom tržištu kada se prekrše ovi zakoni?
311,Kada se Jugoslavija raspala?
312,Šta se desilo sa pravilima sajta u decembru 2010. godine?
313,Koga su počeli da asimiliraju nakon svog kasnijeg širenja?
314,Na šta se četvrti cilj usredsređuje da se poboljša?
315,Da li gubitnik kupa dobija nešto?
316,U kojoj godini je iznet predlog za novu ligu?
317,Kome je ponekad bilo dozvoljeno da koristi bazu podataka arhiva?
318,"Koji tim je 1938. godine koristio isti dizajn sportske opreme, ali u zelenoj boji?"
319,Koliko ljudi zapošljava partnerski program?
320,Na kojim ostrvima se nalazila Državna letnja rezidencija od 1949. godine?
321,Šta je mašina koristila da generiše svoj takt talasnih oblika?
322,Šta isključuje maksimalni broj igrača?
323,Kada se završio religiozni sukob u Evropi?
324,Koje su klasifikacije date?
325,Sa kojim amandmanom je predsedavajući FKK-e uporedio ovu odluku?
326,Šta je dodato opcijama za postavljanje u julu 2012. godine?
327,Koliko puta je Premijer liga osvojila Svetsko klupsko prvenstvo u fudbalu (FIFA Klub) tokom istog vremenskog perioda?
328,Gde se sada igra finale?
329,Ko je vodio pokret za građanska prava?
330,Šta se desilo sa rezultatima učenika koji su slušali rokenrol ili kantri?
331,Da li se uvek održavalo na stadionu Milenijum?
332,Koje zemlje su doživele pad HDI?
333,Koji događaj je prvi put emitovan 1. januara 2004. godine?
334,Kojim događajem je završen „klasični period”?
335,Za koji iznos tokom četiri godine je obnovljen ugovor 1998. godine?
336,Koji procenat spada u haplogrupe koje su specifične za istočnu i južnoazijsku populaciju?
337,Koliko daleko unazad su otišli neki od predaka?
338,Šta su funkcioneri kada formalno zakonodavstvo ne može biti regulisano?
339,Gde je održan kup 2005. godine?
340,Ko je bio egipatski predsednik?
341,Koliko utakmica svaki klub igra svake sezone?
342,Ko je uspostavio strogu klasnu hijerarhiju?
343,Šta je bio izvor rata?
344,Ko je prirodni fonolog broj dva?
345,Aneksija koja dva regiona je rezultirala velikim grupama muslimanskih izbeglica koji su dolazile u carstvo?
346,Koliko prihoda ostvaruje liga od domaćih i međunarodnih televizijskih prava?
347,Ko je opisao robove kao crnce?
348,Šta je ova pretnja podrivala?
349,Koji virus posebno potiskuje te ćelije?
350,Kada je Vitruvije stvorio ove planove?
351,Ko je određen za dodelu Zlatne kopačke u svakoj sezoni?
352,Da li je bilo vremena da to nije bilo slučaj?
353,Arhitektura u sebi uključuje i odnosi se na stvaranje čega?
354,Koji su neki od glavnih doprinosa državnim rezultatima?
355,Kako je počeo španski sukob?
356,Šta je bilo sudsko glasanje o novoj kongresnoj mapi 2015. godine?
357,Koji latinski moto je dodat na grb 1949. godine?
358,U šta veruju neke teorije?
359,"Pored reproduktivnog zdravlja, na šta se još odnose ovi elementi?"
360,Šta je fokus rada napadača i ofanzivaca?
361,Koju teritoriju je jugoslovensko rukovodstvo tražilo da uključi?
362,Ko je pokrenuo Program akcije?
363,Koliko puta svaki klub igra sa svakim drugim klubom?
364,Šta se dešava kada oba tima postignu isti broj golova?
365,Koje godine je UNDP odgovorio na kritiku svog izveštaja?
366,Koje godine je Rebeka vodila utakmicu?
367,Koje godine su gimnastičke sprave i gimnastička disciplina  prilagođeni za Olimpijske igre?
368,Koje godine se dogodila ova presuda?
369,Kome su se plemići zakleli na vernost?
370,Koja vrsta zaposlenih je primala isplate?
371,U kom važnom trenutku je arhiva postala javno dostupna?
372,Kada je otvoren ovaj stadion?
373,Koja je bila jedna od njihovih promena?
374,Koja nevladina organizacija je istražila kineski program 2005. godine?
375,Gde se igra polufinale?
376,U sukobu sa čime su interesi ljudi koji finansijski podržavaju bilo koju organizaciju  kada se dešava ovaj tip problema?
377,Koje zemlje imaju više vanzakonitih i nezvaničnih stvari koje se dešavaju?
378,Ko je bio izvršni direktor ili podsekretar generalnog sekretara od 2000. do 2010. godine?
379,Šta se državni ekonomski sistem nadao da će izbeći?
380,Zašto su propustili to takmičenje?
381,Šta je Guverner Buš shvatio?
382,Na kom događaju su velike savezničke sile istakle svoje uslove na kraju rata?
383,Koliko meseci su pisci pesama radili na filmu putem video-konferencije?
384,Koji je novi tip arhitekture počeo da se stvara u to vreme?
385,Ko je bio uključen u grupu obojeni?
386,Koliko klubova je ušlo u sezoni 2006./2007. godine?
387,Koji je glavni razlog zbog kojeg su zemlje bile isključene iz izveštaja iz 2014. godine?
388,Koja je istočnoazijska diktatura bila isključena iz izveštaja iz 2014. godine?
389,Koliki procenat ukupnog ruskog Y hromozoma oni čine zajedno?
390,Koliko je utakmica bilo obezbeđeno za emitovanje na Biskajb-u?
391,Koliko je ljudi bilo u američkom timu za pronalaženje činjenica?
392,Koji je glavni centar pažnje?
393,Ko je posebno primetio ovaj strah?
394,Kako su se drevni sveti tekstovi poklonяli?
395,Da li je pobednik ugraviran na peharu?
396,Koja liga ima najveći prihod na svetu?
397,Kakva je struktura ocenjivanja?
398,Koja je bila vrednost ovog produženja?
399,Kada je u redu da stalni igrači koriste ruke?
400,Koje obnove su se dogodile 1876. godine?
401,Koliko je sredstava bilo namenski dodeljeno?
402,Zašto je napravljena ova klasifikacija?
403,Koje se definicije organizacije široko koriste?
404,Ko je sproveo istraživačku studiju?
405,Gde se tkanje tepiha prvobitno proširilo u carstvu?
406,Koja organizacija je najznačajnija za usvajanje globalne pokrivenosti ovih studija?
407,Sa čime su bili direktno povezani španski ratovi?
408,Šta je još bilo uključeno u referendumu iz 1967. godine?
409,Šta je bilo u prvom prikazivanju podataka?
410,Šta je u ovim zemljama prevazišlo 187 milijardi dolara?
411,U kojim godinama je bila prva sezona?
412,Ko je tražio da domaće lige smanje broj odigranih utakmica 1995. godine?
413,Koliko molekula primarne signalizacije  je poznato da se organizuju u različite obrasce ponašanja?
414,Koliko je bilo procenjeno da je ubijeno ljudi u revolucijama?
415,Šta su ovi doseljenici tražili?
416,Da li se to ikada ponovilo?
417,Kolika je potencijalna televizijska publika Premier lige?
418,Koje su grupe napravile ove optužbe protiv UNFPA?
419,Zašto se nisu preselili u Dablin?
420,Na šta se odnosio ovaj proces?
421,Kada je Tito umro?
422,Koji procenat prihoda od emitovanja se dodeljuje na osnovu zasluga prema rangiranju na kraju sezone?
423,Da li je dozvoljena upotreba veštačke trave?
424,Koje biće bi bilo najprilagođenije?
425,U kojoj godini je Osmanov sin osvojio Anadolijski grad?
426,Šta ljudi misle o ubicama divova?
427,"Zašto, osim ograničenih vremenskih perioda, ne bi bilo dozvoljeno da se u zemlji koristi Jutjub?"
428,"Šta je, pored pomoći u hrani, najviše ugroženo u ovim zemljama??"
429,Da li ljudi očekuju malo verovatne utakmice?
430,Ko je pobedio u ponudi?
431,Koje je vlakno deblje?
432,Kome je pala centralna hunta?
433,Kako se zvala uprava koju je carstvo koristilo da kontroliše svoj dug?
434,Tokom kojeg perioda je trajalo drugo carstvo?
435,Kako su hakeri uspeli da prodru u povezane mreže?
436,Koja godina je korišćena za procene u izveštaju za 2011.?
437,Koji procenat morskih divljih životinja je nestao?
438,"Šta nije potrebno, ali se može izabrati da zaštiti igrača od povreda glave?"
439,"Šta je dozvoljeno, ali ograničeno?"
440,Koliko igrača je postiglo 100 golova?
441,"Kolikko je to obično, ako postoji minimalni broj igrača?"
442,Koliko se gimnastičkih sprava koristi?
443,Koje godine su crni lideri pozvali na ovu promenu u jeziku?
444,Koliko je dugo graviranje od početka do kraja?
445,Koja godina je korišćena za procene u izveštaju iz 2011. godine?
446,Gde se šire ove vrste škola?
447,Koji koncept za obrazovanje vlada trenutno podržava?
448,Koliki je procenjeni broj mrtvih tokom rata?
449,Kako su se nazivali različiti dijalekti koji su postojali pre 19. veka?
450,Iz koje godine je bio njegov izveštaj?
451,"Šta su tekstovi sadržali, osim opštih saveta?"
452,Ko je jedini neligaški ubica divova koji je osvojio kup?
453,Za koju grupu se smatralo da je na vrhu stroge klasne hijerarhije?
454,Šta je osporeno 2012. godine?
455,Šta je suštinska supstanca u prirodi?
456,Koliki procenat stanovništva je bio „crni Karibi”?
457,Ko ima rekord za postizanje najviše golova u jednoj sezoni?
458,Koje godine je to bilo?
459,Pre čega su ažurirani Zakoni koji se tiču antena?
460,Odakle je većina crnaca obraćenika?
461,Ko je postao njegova ideološka podrška u zatvoru?
462,Koje dve promene su učinile da gradovi budu poželjniji za život?
463,Šta neko nije najbolji kome se može dati ugovor?
464,Ko može da hvata loptu samo rukama ili rukama tokom igre?
465,Koliko godina je između Svetskih prvenstava?
466,Ko je izvršio masovnu ofanzivu i uspeo da probije nemačke linije?
467,Čitač Opere je više šta?
468,Gde je bio održan događaj otvaranja javno dostupne arhive?
469,Koliko je bilo poslato brodom u Južnu Ameriku i na Karibe?
470,Koliko prihoda su dodelili timovima u sezoni 2014./2015. godine?
471,Zašto je Džekson želeo da se ovaj termin koristi?
472,Koji general je bio poražen 1920. godine?
473,Šta obično čini sklonost neformalnom učenju među ljudima koji ovo smatraju pravcem znanja?
474,Zašto je bio doživotno ugovoren?
475,Šta su istraživači u 2011. godini mogli da koriste kao uspešan vektor napada?
476,Koliko su piste produžene?
477,Ko je kontrolisao vladu?
478,Šta se samo smatra političkom korupcijom ako se čin direktno odnosi na to?
479,Ko je pevao srednjovekovno gregorijansko pevanje?
480,Ko je 1976. godine pokrenuo kontrolu obrazovnog sistema?
481,Od kada datira egipatski orkestar?
482,Koja delatnost je bila ciljana?
483,Koje vrste konzervativnih verovanja su usporile širenju carstva?
484,U kojoj deceniji su koledži za tehnologiju dobili naziv Univerzitet?
485,Koliko jedinstvenih posetilaca je mesečno praćeno od 2014. godine?
486,Ko je insistirao da se broj odigranih utakmica u svakoj domaćoj ligi mora biti smanjen?
487,Koliko je dug konopac?
488,Da li ESPN još uvek drži ugovor?
489,U kojoj zemlji su počele revolucije?
490,Kojim jezikom se pod uticajem carstva govorilo u Iraku?
491,Koliki je bio prosek posećenosti lige prve godine?
492,Da li je pet klubova mislilo da je ovo dobra ideja?
493,Gde su bivši robovi otišli na rad nakon što su bili oslobođeni?
494,Šta kritičari tvrde da imaju ljudi druge boje kože?
495,Kada je prelazni rokovi za transfer?
496,Ko su jedini igrači kojima je dozvoljeno da dodiruju loptu rukama?
497,Koji je raspon širine u metrima za međunarodne utakmice?
498,Koje godine su osvojili kup?
499,Ko je kritikovao istragu Stejt departmenta?
500,Koliko ljudi se identifikovalo kao mešana rasa?
501,Koji pokret otpora je vodio tokom Drugog svetskog rata?
502,Koliko dugo ova antitela deluju na decu?
503,Šta zavisi od toga koja je religija uobičajena za dotične slovenske etničke grupe?
504,Koga su izbrisali za kup?
505,Koliko je guverner Džordžije godišnje izdvojio u budžetu da bi svakom detetu obezbedio CD klasične muzike?
506,U kom periodu je bilo mnogo društveno-tehnoloških trendova?
507,Ko je još mogao da se bavi strukturnim proračunima za projektovanje u to vreme?
508,U kojoj godini se generalni direktor sastao sa predstavnicima „velike petorke” fudbalskih klubova?
509,Koliko utakmica igra svaki tim?
510,Šta je preraspodela učinila Floridi?
511,Šta se desilo u vazduhoplovnoj školi u maju 1913. godine?
512,Zašto te zemlje ne mogu da se takmiče?
513,Šta je nacrt tekuće implementacije strategije sajber bezbednost?
